# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
19.160	+0.000000	+0.363674	-0.012026	+0.076938	+10.775538	+10.005857	+5.498098	+5.477154	2170	2273	0
19.170	+0.000000	+0.397348	-0.013661	-0.411528	+11.545220	+11.160379	-11.000000	-11.000000	2253	2370	0
19.180	+0.000000	+0.296327	-0.007823	-0.593569	+8.851336	+8.081655	-11.000000	-11.000000	2386	2453	0
19.190	+0.000000	+0.101021	-0.016930	-0.292656	+3.078725	+2.693885	-11.000000	-11.000000	2469	2614	0
19.200	+0.000000	-0.033674	-0.008173	-0.160551	-0.384841	-1.539363	-11.000000	-11.000000	2559	2629	0
19.210	+0.000000	-0.114490	-0.006538	-0.400147	-2.309044	-4.233247	-11.000000	-11.000000	2621	2677	0
19.220	+0.000000	-0.202041	-0.013077	-0.679785	-5.002929	-6.542292	-11.000000	-11.000000	2625	2737	0
19.230	+0.000000	-0.262654	-0.014245	-0.593586	-6.157451	-8.851336	-11.000000	-11.000000	2609	2731	0
19.240	+0.000000	-0.309797	-0.012026	-0.539241	-7.696814	-10.005857	-11.000000	-11.000000	2594	2697	0
19.250	+0.000000	-0.336736	-0.012493	-0.259435	-8.851336	-10.390698	-11.000000	-11.000000	2631	2738	0
19.260	+0.000000	-0.330001	-0.004437	-0.205138	-10.005857	-8.851336	-11.000000	-11.000000	2653	2691	0
19.270	+0.000000	-0.377144	-0.007239	-0.329191	-11.160379	-10.390698	-11.000000	-11.000000	2674	2736	0
19.280	+0.000000	-0.410817	-0.005604	+0.003774	-11.930061	-11.545220	+5.701804	+5.712276	2657	2705	0
19.290	+0.000000	-0.377144	-0.009924	-0.189059	-11.160379	-10.390698	-11.000000	-11.000000	2656	2741	0
19.300	+0.000000	-0.323266	-0.005021	-0.386154	-9.621017	-8.851336	-11.000000	-11.000000	2661	2704	0
19.310	+0.000000	-0.383879	-0.007473	-0.356842	-11.160379	-10.775538	-11.000000	-11.000000	2654	2718	0
19.320	+0.000000	-0.397348	-0.011559	+0.021519	-11.930061	-10.775538	+8.898040	+8.929456	2659	2758	0
19.330	+0.000000	-0.316531	-0.012376	-0.005008	-9.236176	-8.851336	-1.380113	-1.369642	2720	2826	0
19.340	+0.000000	-0.215511	-0.010625	-0.147870	-6.157451	-6.157451	-11.000000	-11.000000	2773	2864	0
19.350	+0.000000	-0.249184	-0.005955	+0.020018	-7.311973	-6.927132	+5.336129	+5.346601	2826	2877	0
19.360	+0.000000	-0.269388	-0.007239	-0.071178	-7.696814	-7.696814	-11.000000	-11.000000	2839	2901	0
19.370	+0.000000	-0.269388	-0.006538	-0.279631	-7.696814	-7.696814	-11.000000	-11.000000	2877	2933	0
19.380	+0.000000	-0.350205	-0.008523	-1.151160	-10.005857	-10.005857	-11.000000	-11.000000	2903	2976	0
19.390	+0.000000	+0.000000	-0.006188	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2928	2981	0
19.400	+0.000000	+0.000000	-0.005955	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2938	2989	0
19.410	+0.000000	+0.000000	-0.005488	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2949	2996	0
19.420	+0.000000	+0.000000	-0.005488	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2946	2993	0
19.430	+0.000000	+0.000000	-0.004904	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2950	2992	0
19.440	+0.000000	+0.000000	-0.005021	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2951	2994	0
19.450	+0.000000	+0.000000	-0.006422	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2974	3029	0
19.460	+0.000000	+0.000000	-0.004203	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2952	2988	0
19.470	+0.000000	+0.000000	-0.004203	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2982	3018	0
19.480	+0.000000	+0.000000	-0.004437	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2971	3009	0
19.490	+0.000000	+0.000000	-0.004203	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2972	3008	0
19.500	+0.000000	+0.000000	-0.002335	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2986	3006	0
19.510	+0.000000	+0.000000	-0.003736	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2960	2992	0
19.520	+0.000000	+0.000000	-0.003269	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2976	3004	0
19.530	+0.000000	+0.000000	-0.007005	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2962	3022	0
19.540	+0.000000	+0.000000	-0.005604	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2960	3008	0
19.550	+0.000000	+0.000000	-0.003736	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2977	3009	0
19.560	+0.000000	+0.000000	-0.004787	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2979	3020	0
19.570	+0.000000	+0.000000	-0.005604	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2963	3011	0
19.580	+0.000000	+0.000000	-0.006772	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2966	3024	0
19.590	+0.000000	+0.000000	-0.002218	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2966	2985	0
19.600	+0.000000	-0.107755	-0.002335	-1.391335	-4.233247	-1.924203	-11.000000	-11.000000	2971	2991	0
19.610	+0.000000	-0.148164	-0.002685	-1.387330	-5.387769	-3.078725	-11.000000	-11.000000	2976	2999	0
19.620	+0.000000	+0.000000	-0.003620	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2949	2980	0
19.630	+0.000000	-0.228980	-0.003970	-1.266075	-6.927132	-6.157451	-11.000000	-11.000000	2937	2971	0
19.640	+0.000000	-0.222245	-0.005721	-1.133413	-6.927132	-5.772610	-11.000000	-11.000000	2943	2992	0
19.650	+0.000000	-0.296327	-0.004203	-1.132830	-8.851336	-8.081655	-11.000000	-11.000000	2909	2945	0
19.660	+0.000000	-0.336736	-0.003269	-1.065530	-10.005857	-9.236176	-11.000000	-11.000000	2927	2955	0
19.670	+0.000000	-0.363674	-0.000701	-0.977841	-10.775538	-10.005857	-11.000000	-11.000000	2906	2912	0
19.680	+0.000000	-0.370409	-0.000934	-0.921742	-10.775538	-10.390698	-11.000000	-11.000000	2862	2870	0
19.690	+0.000000	-0.410817	-0.001401	-1.118211	-12.314901	-11.160379	-11.000000	-11.000000	2831	2843	0
19.700	+0.000000	-0.424287	-0.003269	-1.152786	-12.699742	-11.545220	-11.000000	-11.000000	2758	2786	0
19.710	+0.000000	-0.431022	-0.003503	-1.231341	-12.699742	-11.930061	-11.000000	-11.000000	2725	2755	0
19.720	+0.000000	+0.000000	+0.001751	-1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2683	2668	0
19.730	+0.000000	-0.451226	-0.000000	-1.091155	-13.469423	-12.314901	-11.000000	-11.000000	2590	2590	0
19.740	+0.000000	-0.451226	-0.000701	-0.957526	-13.469423	-12.314901	-11.000000	-11.000000	2512	2518	0
19.750	+0.000000	-0.457960	-0.002685	-0.600487	-13.469423	-12.699742	-11.000000	-11.000000	2422	2445	0
19.760	+0.000000	-0.471430	-0.003853	-0.567402	-13.854263	-13.084583	-11.000000	-11.000000	2303	2336	0
19.770	+0.000000	-0.484899	-0.003620	-0.361832	-14.239105	-13.469423	-11.000000	-11.000000	2208	2239	0
19.780	+0.000000	-0.498369	-0.005021	-0.430928	-14.623946	-13.854263	-11.000000	-11.000000	2099	2142	0
19.790	+0.000000	-0.491634	+0.002685	-0.444035	-14.239105	-13.854263	-11.000000	-11.000000	2068	2045	0
19.800	+0.000000	-0.518573	+0.001518	-0.574128	-15.008786	-14.623946	-11.000000	-11.000000	1959	1946	0
19.810	+0.000000	-0.511838	+0.015295	-0.501458	-14.623946	-14.623946	-11.000000	-11.000000	1946	1815	0
19.820	+0.000000	-0.525308	+0.024169	-0.363882	-15.008786	-15.008786	-11.000000	-11.000000	1917	1710	0
19.830	+0.000000	-0.525308	+0.030824	-0.303811	-15.008786	-15.008786	-11.000000	-11.000000	1899	1635	0
19.840	+0.000000	-0.538777	+0.046003	-0.307091	-15.393627	-15.393627	-11.000000	-11.000000	1894	1500	0
19.850	+0.000000	-0.532042	+0.049272	-0.339989	-15.008786	-15.393627	-11.000000	-11.000000	1833	1411	0
19.860	+0.000000	-0.545512	+0.060247	-0.287661	-15.393627	-15.778467	-11.000000	-11.000000	1874	1358	0
19.870	+0.000000	-0.545512	+0.066552	-0.202079	-15.393627	-15.778467	-11.000000	-11.000000	1860	1290	0
19.880	+0.000000	-0.552246	+0.081030	-0.092125	-15.778467	-15.778467	-11.000000	-11.000000	1946	1252	0
19.890	+0.000000	-0.545512	+0.095742	-0.103802	-15.393627	-15.778467	-11.000000	-11.000000	1970	1150	0
19.900	+0.000000	-0.558981	+0.099828	-0.154198	-15.778467	-16.163309	-11.000000	-11.000000	1969	1114	0
19.910	+0.000000	-0.565716	+0.113255	-0.254421	-16.163309	-16.163309	-11.000000	-11.000000	1978	1008	0
19.920	+0.000000	-0.572450	+0.134973	-0.115361	-16.163309	-16.548149	-11.000000	-11.000000	1994	838	0
19.930	+0.000000	-0.565716	+0.148400	-0.132953	-16.163309	-16.163309	-11.000000	-11.000000	1959	688	0
19.940	+0.000000	-0.572450	+0.173269	-0.062777	-16.163309	-16.548149	-7.930665	-7.941137	1939	455	0
19.950	+0.000000	-0.572450	+0.189499	+0.243019	-16.163309	-16.548149	+11.000000	+11.000000	1885	262	0
19.960	+0.000000	-0.478165	+0.198606	+0.427279	-13.469423	-13.854263	+11.000000	+11.000000	1855	154	0
19.970	+0.000000	-0.249184	+0.193468	+0.420907	-7.311973	-6.927132	+11.000000	+11.000000	1744	87	0
19.980	+0.000000	-0.067347	+0.182727	-0.626700	-1.924203	-1.924203	-11.000000	-11.000000	1648	83	0
19.990	+0.000000	-0.026939	+0.169533	-0.089888	-0.384841	-1.154522	-3.520599	-3.541543	1526	74	0
20.000	+0.000000	-0.148164	+0.150968	+0.395407	-4.233247	-4.233247	+11.000000	+11.000000	1392	99	0
20.010	+0.000000	-0.067347	+0.131703	+0.128001	-1.924203	-1.924203	+11.000000	+11.000000	1200	72	0
20.020	+0.000000	+0.067347	+0.109402	-0.001485	+1.539363	+2.309044	-2.304174	-2.283230	1001	64	0
20.030	+0.000000	+0.080817	+0.088036	+0.230988	+2.309044	+2.309044	+11.000000	+11.000000	789	35	0
20.040	+0.000000	+0.101021	+0.050556	+0.356961	+3.078725	+2.693885	+11.000000	+11.000000	477	44	0
20.050	+0.000000	+0.175103	+0.007239	+0.395844	+5.002929	+5.002929	+11.000000	+11.000000	131	69	0
20.060	+0.000000	+0.228980	+0.008874	+0.435775	+6.542292	+6.542292	+11.000000	+11.000000	108	32	0
20.070	+0.000000	+0.282858	+0.007239	+0.691063	+8.081655	+8.081655	+11.000000	+11.000000	78	16	0
20.080	+0.000000	+0.356940	+0.005021	+0.981879	+10.005857	+10.390698	+11.000000	+11.000000	63	20	0
20.090	+0.000000	+0.390613	+0.005254	+1.221173	+11.545220	+10.775538	+11.000000	+11.000000	62	17	0
20.100	+0.000000	+0.000000	-0.000117	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	47	48	0
20.110	+0.000000	+0.404083	+0.006305	+0.128395	+12.699742	+10.390698	+11.000000	+11.000000	68	14	0
20.120	+0.000000	+0.431022	+0.005838	-0.171637	+13.469423	+11.160379	-11.000000	-11.000000	78	28	0
20.130	+0.000000	+0.356940	+0.003386	+0.534265	+10.775538	+9.621017	+11.000000	+11.000000	50	21	0
20.140	+0.000000	+0.249184	-0.001985	+1.274938	+7.696814	+6.542292	+11.000000	+11.000000	29	46	0
20.150	+0.000000	+0.330001	+0.001985	+1.331245	+10.005857	+8.851336	+11.000000	+11.000000	52	35	0
20.160	+0.000000	+0.390613	-0.000584	+0.981815	+11.545220	+10.775538	+11.000000	+11.000000	32	37	0
20.170	+0.000000	+0.424287	+0.002569	+1.074753	+11.930061	+12.314901	+11.000000	+11.000000	64	42	0
20.180	+0.000000	+0.451226	+0.000117	+0.952517	+13.469423	+12.314901	+11.000000	+11.000000	47	46	0
20.190	+0.000000	+0.478165	+0.001985	+0.947372	+14.239105	+13.084583	+11.000000	+11.000000	33	16	0
20.200	+0.000000	+0.471430	+0.001168	+1.194026	+14.239105	+12.699742	+11.000000	+11.000000	37	27	0
20.210	+0.000000	+0.000000	+0.000934	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	54	46	0
20.220	+0.000000	+0.471430	-0.000701	+1.193841	+14.623946	+12.314901	+11.000000	+11.000000	37	43	0
20.230	+0.000000	+0.471430	-0.000117	+1.116370	+15.008786	+11.930061	+11.000000	+11.000000	48	49	0
20.240	+0.000000	+0.491634	+0.000467	+1.218218	+15.393627	+12.699742	+11.000000	+11.000000	58	54	0
20.250	+0.000000	+0.491634	+0.003152	+1.316409	+15.393627	+12.699742	+11.000000	+11.000000	69	42	0
20.260	+0.000000	+0.000000	+0.000234	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	50	48	0
20.270	+0.000000	+0.000000	+0.001751	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	52	37	0
20.280	+0.000000	+0.000000	+0.000234	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	44	42	0
20.290	+0.000000	+0.457960	+0.000934	+1.390515	+15.008786	+11.160379	+11.000000	+11.000000	54	46	0
20.300	+0.000000	+0.464695	+0.000234	+1.189730	+15.393627	+11.160379	+11.000000	+11.000000	50	48	0
20.310	+0.000000	+0.471430	+0.003736	+1.101142	+15.393627	+11.545220	+11.000000	+11.000000	65	33	0
20.320	+0.000000	+0.478165	+0.002802	+1.285233	+15.393627	+11.930061	+11.000000	+11.000000	65	41	0
20.330	+0.000000	+0.000000	-0.002452	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	48	69	0
20.340	+0.000000	+0.000000	+0.000350	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	55	52	0
20.350	+0.000000	+0.000000	-0.003386	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	36	65	0
20.360	+0.000000	+0.000000	-0.001168	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	38	48	0
20.370	+0.000000	+0.000000	-0.000350	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	48	51	0
20.380	+0.000000	+0.000000	+0.002452	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	62	41	0
20.390	+0.000000	+0.000000	+0.002102	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	66	48	0
20.400	+0.000000	+0.000000	-0.003269	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	34	62	0
20.410	+0.000000	+0.000000	+0.001401	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	70	58	0
20.420	+0.000000	+0.000000	+0.000234	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	61	59	0
20.430	+0.000000	+0.000000	+0.005955	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	89	38	0
20.440	+0.000000	+0.000000	+0.003503	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	65	35	0
20.450	+0.000000	+0.000000	+0.001635	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	65	51	0
20.460	+0.000000	+0.000000	+0.003970	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	85	51	0
20.470	+0.000000	+0.000000	+0.007356	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	112	49	0
20.480	+0.000000	+0.000000	+0.008523	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	128	55	0
20.490	+0.000000	+0.000000	+0.013310	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	172	58	0
20.500	+0.000000	+0.000000	+0.026854	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	274	44	0
20.510	+0.000000	+0.000000	+0.037246	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	367	48	0
20.520	+0.000000	+0.000000	+0.044835	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	450	66	0
20.530	+0.000000	+0.000000	+0.053709	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	511	51	0
20.540	+0.000000	+0.000000	+0.053942	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	539	77	0
20.550	+0.000000	+0.000000	+0.059196	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	573	66	0
20.560	+0.000000	+0.000000	+0.059430	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	574	65	0
20.570	+0.000000	+0.000000	+0.059196	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	571	64	0
20.580	+0.000000	+0.000000	+0.060831	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	588	67	0
20.590	+0.000000	+0.000000	+0.056044	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	543	63	0
20.600	+0.000000	+0.000000	+0.054993	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	534	63	0
20.610	+0.000000	+0.000000	+0.050089	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	491	62	0
20.620	+0.000000	+0.000000	+0.046937	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	446	44	0
20.630	+0.000000	+0.000000	+0.037596	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	384	62	0
20.640	+0.000000	+0.000000	+0.033043	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	338	55	0
20.650	+0.000000	+0.000000	+0.025570	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	289	70	0
20.660	+0.000000	+0.000000	+0.017981	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	229	75	0
20.670	+0.000000	+0.000000	+0.013310	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	178	64	0
20.680	+0.000000	+0.000000	+0.011326	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	167	70	0
20.690	+0.000000	+0.000000	+0.009574	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	135	53	0
20.700	+0.000000	+0.000000	+0.006188	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	117	64	0
20.710	+0.000000	+0.000000	+0.009224	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	135	56	0
20.720	+0.000000	+0.000000	+0.007239	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	112	50	0
20.730	+0.000000	+0.000000	+0.007356	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	124	61	0
20.740	+0.000000	+0.000000	+0.001751	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	86	71	0
20.750	+0.000000	+0.000000	+0.004670	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	102	62	0
20.760	+0.000000	+0.000000	+0.005371	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	93	47	0
20.770	+0.000000	+0.000000	+0.001635	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	78	64	0
20.780	+0.000000	+0.000000	+0.004320	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	95	58	0
20.790	+0.000000	+0.000000	+0.005254	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	107	62	0
20.800	+0.000000	+0.000000	+0.005721	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	110	61	0
20.810	+0.000000	+0.000000	+0.006538	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	110	54	0
20.820	+0.000000	+0.000000	+0.006772	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	114	56	0
20.830	+0.000000	+0.000000	+0.005254	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	97	52	0
20.840	+0.000000	+0.000000	+0.001401	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	92	80	0
20.850	+0.000000	+0.000000	+0.005254	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	111	66	0
20.860	+0.000000	+0.000000	+0.004437	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	118	80	0
20.870	+0.000000	+0.000000	+0.005021	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	102	59	0
20.880	+0.000000	+0.000000	+0.008407	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	126	54	0
20.890	+0.000000	+0.000000	+0.002102	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	98	80	0
20.900	+0.000000	+0.000000	+0.005955	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	109	58	0
20.910	+0.000000	+0.000000	+0.003620	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	98	67	0
20.920	+0.000000	+0.000000	+0.001401	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	82	70	0
20.930	+0.000000	+0.000000	+0.001518	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	90	77	0
20.940	+0.000000	+0.000000	+0.006422	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	112	57	0
20.950	+0.000000	+0.000000	+0.003736	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	94	62	0
20.960	+0.000000	+0.000000	+0.004087	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	97	62	0
20.970	+0.000000	+0.000000	+0.006071	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	118	66	0
20.980	+0.000000	+0.000000	+0.009457	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	125	44	0
20.990	+0.000000	+0.000000	+0.005604	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	112	64	0
21.000	+0.000000	+0.000000	+0.005604	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	112	64	0
21.010	+0.000000	+0.000000	+0.010625	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	147	56	0
21.020	+0.000000	+0.000000	+0.013194	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	174	61	0
21.030	+0.000000	+0.000000	+0.024636	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	275	64	0
21.040	+0.000000	+0.000000	+0.043201	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	417	47	0
21.050	+0.000000	+0.000000	+0.061065	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	581	58	0
21.060	+0.000000	+0.000000	+0.086284	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	786	47	0
21.070	+0.000000	+0.000000	+0.109753	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	986	46	0
21.080	+0.000000	+0.000000	+0.127150	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1151	62	0
21.090	+0.000000	+0.000000	+0.144080	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1282	48	0
21.100	+0.000000	+0.000000	+0.155639	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1381	48	0
21.110	+0.000000	+0.000000	+0.164979	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1469	56	0
21.120	+0.000000	+0.000000	+0.166380	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1477	52	0
21.130	+0.000000	+0.000000	+0.168949	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1497	50	0
21.140	+0.000000	+0.000000	+0.169766	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1518	64	0
21.150	+0.000000	+0.000000	+0.172569	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1533	55	0
21.160	+0.000000	+0.000000	+0.173152	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1563	80	0
21.170	+0.000000	+0.040408	+0.181442	+1.375446	+2.309044	+0.000000	+11.000000	+11.000000	1602	48	0
21.180	+0.000000	+0.094286	+0.181676	+1.345869	+3.848407	+1.539363	+11.000000	+11.000000	1627	71	0
21.190	+0.000000	+0.208776	+0.184128	+0.928881	+6.542292	+5.387769	+11.000000	+11.000000	1643	66	0
21.200	+0.000000	+0.296327	+0.186463	+0.971033	+9.236176	+7.696814	+11.000000	+11.000000	1667	70	0
21.210	+0.000000	+0.350205	+0.192768	+0.782349	+10.390698	+9.621017	+11.000000	+11.000000	1725	74	0
21.220	+0.000000	+0.417552	+0.198255	+0.922189	+12.314901	+11.545220	+11.000000	+11.000000	1763	65	0
21.230	+0.000000	+0.444491	+0.205144	+0.901806	+12.699742	+12.699742	+11.000000	+11.000000	1816	59	0
21.240	+0.000000	+0.478165	+0.209815	+0.841979	+13.854263	+13.469423	+11.000000	+11.000000	1878	81	0
21.250	+0.000000	+0.484899	+0.211916	+0.593875	+13.854263	+13.854263	+11.000000	+11.000000	1881	66	0
21.260	+0.000000	+0.511838	+0.215419	+0.532260	+15.008786	+14.239105	+11.000000	+11.000000	1902	57	0
21.270	+0.000000	+0.525308	+0.209698	+0.600094	+15.008786	+15.008786	+11.000000	+11.000000	1873	77	0
21.280	+0.000000	+0.532042	+0.209698	+0.465628	+15.393627	+15.008786	+11.000000	+11.000000	1876	80	0
21.290	+0.000000	+0.545512	+0.208647	+0.336094	+15.393627	+15.778467	+11.000000	+11.000000	1845	58	0
21.300	+0.000000	+0.545512	+0.209231	+0.338593	+15.778467	+15.393627	+11.000000	+11.000000	1845	53	0
21.310	+0.000000	+0.545512	+0.204794	+0.383136	+15.393627	+15.778467	+11.000000	+11.000000	1813	59	0
21.320	+0.000000	+0.565716	+0.204327	+0.276499	+16.163309	+16.163309	+11.000000	+11.000000	1792	42	0
21.330	+0.000000	+0.538777	+0.198139	+0.388155	+15.778467	+15.008786	+11.000000	+11.000000	1750	53	0
21.340	+0.000000	+0.538777	+0.199306	+0.095460	+16.163309	+14.623946	+8.754818	+8.712930	1772	65	0
21.350	+0.000000	+0.525308	+0.198606	-0.028570	+16.163309	+13.854263	-5.548624	-5.611456	1781	80	0
21.360	+0.000000	+0.471430	+0.193935	+0.120463	+14.239105	+12.699742	+11.000000	+11.000000	1737	76	0
21.370	+0.000000	+0.424287	+0.196854	+0.117427	+13.084583	+11.160379	+11.000000	+11.000000	1750	64	0
21.380	+0.000000	+0.444491	+0.199073	-0.008541	+13.854263	+11.545220	-2.883248	-2.946080	1764	59	0
21.390	+0.000000	+0.444491	+0.200941	+0.560401	+13.854263	+11.545220	+11.000000	+11.000000	1776	55	0
21.400	+0.000000	+0.410817	+0.206312	-0.500496	+12.699742	+10.775538	-11.000000	-11.000000	1841	74	0
21.410	+0.000000	+0.323266	+0.216587	-0.256175	+9.621017	+8.851336	-11.000000	-11.000000	1909	54	0
21.420	+0.000000	+0.114490	+0.223475	+0.296004	+3.848407	+2.693885	+11.000000	+11.000000	1979	65	0
21.430	+0.000000	+0.080817	+0.218221	-0.258576	+2.693885	+1.924203	-11.000000	-11.000000	1934	65	0
21.440	+0.000000	+0.080817	+0.221023	-0.678739	+2.309044	+2.309044	-11.000000	-11.000000	1960	67	0
21.450	+0.000000	-0.080817	+0.217988	-0.353516	-1.924203	-2.693885	-11.000000	-11.000000	1947	80	0
21.460	+0.000000	-0.161633	+0.219622	-0.244530	-4.618088	-4.618088	-11.000000	-11.000000	1936	55	0
21.470	+0.000000	-0.262654	+0.220206	-0.309192	-7.311973	-7.696814	-11.000000	-11.000000	1952	66	0
21.480	+0.000000	-0.316531	+0.213668	-0.448747	-8.851336	-9.236176	-11.000000	-11.000000	1901	71	0
21.490	+0.000000	-0.356940	+0.210048	-0.365025	-10.005857	-10.390698	-11.000000	-11.000000	1846	47	0
21.500	+0.000000	-0.397348	+0.199773	-0.294871	-11.160379	-11.545220	-11.000000	-11.000000	1777	66	0
